#,stock,link,market,ISIN,profile,detailspresent,withinstudy,covidstudy,industry,subindustry,2019accounts,2021accounts,UsedForENG,YahooFinanceURL,checkvs2021yahoo
76,Bfc Media,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005144768.html?lang=it,Euronext Growth Milan,IT0005144768,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005144768&lang=it,Y,,N,na,na,,,,na,
77,Bff Bank,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005244402.html?lang=it,Euronext Milan,IT0005244402,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005244402&lang=it,Y,,Y,Finanza,Servizi Finanziari,EN,EN,Y,https://finance.yahoo.com/quote/BFF.MI?p=BFF.MI&.tsrc=fin-srch,bankassfin
78,Bialetti Industrie,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004222102.html?lang=it,Euronext Milan,IT0004222102,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004222102&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,IT,IT,,https://finance.yahoo.com/quote/BIA.MI?p=BIA.MI&.tsrc=fin-srch,
79,Biesse,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003097257.html?lang=it,Euronext STAR Milan,IT0003097257,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003097257&lang=it,Y,,Y,Industria,Beni e servizi industriali,EN,EN,Y,https://finance.yahoo.com/quote/BSS.MI?p=BSS.MI&.tsrc=fin-srch,included
80,Bifire,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005495335.html?lang=it,Euronext Growth Milan,IT0005495335,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005495335&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/FIRE.MI?p=FIRE.MI&.tsrc=fin-srch,
81,Bioera,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005516130.html?lang=it,Euronext Milan,IT0005516130,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005516130&lang=it,Y,,Y,Beni di prima necessità,"Cibo, bevande e tabacco",IT,IT,,https://finance.yahoo.com/quote/BIE.MI?p=BIE.MI&.tsrc=fin-srch,
82,Bmw,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0005190003.html?lang=it,Global Equity Market,DE0005190003,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0005190003&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/BMW.DE?p=BMW.DE&.tsrc=fin-srch,
83,Bnp Paribas,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000131104.html?lang=it,Global Equity Market,FR0000131104,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000131104&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/BNP.PA?p=BNP.PA&.tsrc=fin-srch,
84,Borgosesia,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003217335.html?lang=it,Euronext Milan,IT0003217335,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003217335&lang=it,Y,,Y,Industria,Beni e servizi industriali,IT,IT,,https://finance.yahoo.com/quote/BO.MI?p=BO.MI&.tsrc=fin-srch,
85,Bper Banca,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000066123.html?lang=it,Euronext Milan,IT0000066123,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000066123&lang=it,Y,,Y,Finanza,Banche,EN,EN,Y,https://finance.yahoo.com/quote/BPE.MI?p=BPE.MI&.tsrc=fin-srch,bankassfin
86,Brembo,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005252728.html?lang=it,Euronext Milan,IT0005252728,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005252728&lang=it,Y,,Y,Beni voluttuari,Automobili e parti di ricambio,EN,EN,Y,https://finance.yahoo.com/quote/BRE.MI?p=BRE.MI&.tsrc=fin-srch,included
87,Brioschi,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000066180.html?lang=it,Euronext Milan,IT0000066180,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000066180&lang=it,Y,,N,Immobiliare,Immobiliare,,,,https://finance.yahoo.com/quote/BRI.MI?p=BRI.MI&.tsrc=fin-srch,
88,Brunello Cucinelli,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004764699.html?lang=it,Euronext Milan,IT0004764699,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004764699&lang=it,Y,,N,Beni voluttuari,Servizi e prodotti di consumo,,,,https://finance.yahoo.com/quote/BC.MI?p=BC.MI&.tsrc=fin-srch,
89,Buzzi,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001347308.html?lang=it,Euronext Milan,IT0001347308,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001347308&lang=it,Y,,Y,Industria,Edilizia e materiali,EN,EN,Y,https://finance.yahoo.com/quote/BZU.MI?p=BZU.MI&.tsrc=fin-srch,included
90,Cairo Communication,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004329733.html?lang=it,Euronext STAR Milan,IT0004329733,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004329733&lang=it,Y,,Y,Beni voluttuari,Media,IT,EN,,https://finance.yahoo.com/quote/CAI.MI?p=CAI.MI&.tsrc=fin-srch,
91,Caleffi,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003025019.html?lang=it,Euronext Milan,IT0003025019,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003025019&lang=it,Y,,N,Beni voluttuari,Servizi e prodotti di consumo,,,,https://finance.yahoo.com/quote/CLF.MI?p=CLF.MI&.tsrc=fin-srch,
92,Caltagirone,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003127930.html?lang=it,Euronext Milan,IT0003127930,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003127930&lang=it,Y,,Y,Industria,Edilizia e materiali,IT,IT,,https://finance.yahoo.com/quote/CALT.MI?p=CALT.MI&.tsrc=fin-srch,
93,Caltagirone Edit,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001472171.html?lang=it,Euronext Milan,IT0001472171,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001472171&lang=it,Y,,N,na,na,missing,EN,,https://finance.yahoo.com/quote/CED.MI?p=CED.MI&.tsrc=fin-srch,
94,Campari,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0015435975.html?lang=it,Euronext Milan,NL0015435975,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0015435975&lang=it,Y,,outofscope,Beni di prima necessità,"Cibo, bevande e tabacco",,,,https://finance.yahoo.com/quote/CPR.MI?p=CPR.MI&.tsrc=fin-srch,
95,Carel Industries,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005331019.html?lang=it,Euronext STAR Milan,IT0005331019,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005331019&lang=it,Y,,Y,Industria,Edilizia e materiali,EN,EN,Y,https://finance.yahoo.com/quote/CRL.MI?p=CRL.MI&.tsrc=fin-srch,included
96,Casasold,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005437113.html?lang=it,Euronext Growth Milan,IT0005437113,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005437113&lang=it,Y,MissingReports,outofscope,na,na,,,,https://finance.yahoo.com/quote/TWEP.MI?p=TWEP.MI&.tsrc=fin-srch,
97,Casta Diva Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005003782.html?lang=it,Euronext Growth Milan,IT0005003782,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005003782&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CDG.MI?p=CDG.MI&.tsrc=fin-srch,
98,Cellularline,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005244618.html?lang=it,Euronext STAR Milan,IT0005244618,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005244618&lang=it,Y,,Y,Beni voluttuari,Rivenditori,EN,EN,Y,https://finance.yahoo.com/quote/CELL.MI?p=CELL.MI&.tsrc=fin-srch,included
99,Cembre,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001128047.html?lang=it,Euronext STAR Milan,IT0001128047,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001128047&lang=it,Y,,Y,Industria,Beni e servizi industriali,EN,EN,Y,https://finance.yahoo.com/quote/CMB.MI?p=CMB.MI&.tsrc=fin-srch,included
100,Cementir Holding,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0013995087.html?lang=it,Euronext STAR Milan,NL0013995087,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0013995087&lang=it,Y,,outofscope,Industria,Edilizia e materiali,,,,https://finance.yahoo.com/quote/CEM.MI?p=CEM.MI&.tsrc=fin-srch,
101,Centrale Del Latte D'Italia,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003023980.html?lang=it,Euronext STAR Milan,IT0003023980,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003023980&lang=it,Y,,Y,Beni di prima necessità,"Cibo, bevande e tabacco",EN,EN,Y,https://finance.yahoo.com/quote/CLI.MI?p=CLI.MI&.tsrc=fin-srch,included
102,Chl,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001446613.html?lang=it,Euronext Milan,IT0001446613,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001446613&lang=it,Y,MissingReports,outofscope,na,na,,,,na,
103,Cia,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003389522.html?lang=it,Euronext Milan,IT0003389522,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003389522&lang=it,Y,,N,Immobiliare,Immobiliare,,,,https://finance.yahoo.com/quote/CIA.MI?p=CIA.MI&.tsrc=fin-srch,
104,Cir,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000070786.html?lang=it,Euronext Milan,IT0000070786,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000070786&lang=it,Y,NotCoveringPeriod,outofscope,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/CIR.MI?p=CIR.MI&.tsrc=fin-srch,
105,Circle,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005344996.html?lang=it,Euronext Growth Milan,IT0005344996,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005344996&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CIRC.MI?p=CIRC.MI&.tsrc=fin-srch,
106,Civitanavi Systems,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005466153.html?lang=it,Euronext Milan,IT0005466153,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005466153&lang=it,Y,NotCoveringPeriod,outofscope,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/CNS.MI?p=CNS.MI&.tsrc=fin-srch,
107,Clabo,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005091324.html?lang=it,Euronext Growth Milan,IT0005091324,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005091324&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CLABO.MI?p=CLABO.MI&.tsrc=fin-srch,
108,Class Editori,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005117848.html?lang=it,Euronext Milan,IT0005117848,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005117848&lang=it,Y,,Y,Beni voluttuari,Media,IT,IT,,https://finance.yahoo.com/quote/CLE.MI?p=CLE.MI&.tsrc=fin-srch,
109,Cleanbnb,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005377277.html?lang=it,Euronext Growth Milan,IT0005377277,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005377277&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CBB.MI?p=CBB.MI&.tsrc=fin-srch,
110,Cnh Industrial,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0010545661.html?lang=it,Euronext Milan,NL0010545661,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0010545661&lang=it,Y,,outofscope,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/CNHI?p=CNHI&.tsrc=fin-srch,
111,Cofle,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005465619.html?lang=it,Euronext Growth Milan,IT0005465619,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005465619&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/CFL.MI?p=CFL.MI&.tsrc=fin-srch,
112,Coinbase Global,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US19260Q1076.html?lang=it,Global Equity Market,US19260Q1076,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US19260Q1076&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/COIN?p=COIN&.tsrc=fin-srch,
113,Comal,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005428971.html?lang=it,Euronext Growth Milan,IT0005428971,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005428971&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CML.MI?p=CML.MI&.tsrc=fin-srch,
114,Comer Industries,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005246191.html?lang=it,Euronext Growth Milan,IT0005246191,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005246191&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/COM.MI?p=COM.MI&.tsrc=fin-srch,excluded
115,Commerzbank,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE000CBK1001.html?lang=it,Global Equity Market,DE000CBK1001,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE000CBK1001&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/CBK.DE?p=CBK.DE&.tsrc=fin-srch,
116,Compagnia Dei Caraibi,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005453235.html?lang=it,Euronext Growth Milan,IT0005453235,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005453235&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/TIME.MI?p=TIME.MI&.tsrc=fin-srch,
117,Conafi,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004105653.html?lang=it,Euronext Milan,IT0004105653,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004105653&lang=it,Y,,Y,Finanza,Servizi Finanziari,IT,IT,,https://finance.yahoo.com/quote/CNF.MI?p=CNF.MI&.tsrc=fin-srch,
118,Confinvest,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005379604.html?lang=it,Euronext Growth Milan,IT0005379604,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005379604&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CFV.MI?p=CFV.MI&.tsrc=fin-srch,
119,Continental,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0005439004.html?lang=it,Global Equity Market,DE0005439004,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0005439004&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/CON.DE?p=CON.DE&.tsrc=fin-srch,
120,Convergenze,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005426215.html?lang=it,Euronext Growth Milan,IT0005426215,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005426215&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CVG.MI?p=CVG.MI&.tsrc=fin-srch,
121,Copernico,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005379406.html?lang=it,Euronext Growth Milan,IT0005379406,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005379406&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/COP.MI?p=COP.MI&.tsrc=fin-srch,
122,Cover 50,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005105868.html?lang=it,Euronext Growth Milan,IT0005105868,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005105868&lang=it,Y,,Y,na,na,IT,IT,,na,
123,Creactives Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005408593.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005408593,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005408593&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/CREG.MI?p=CREG.MI&.tsrc=fin-srch,
124,Credem,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003121677.html?lang=it,Euronext Milan,IT0003121677,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003121677&lang=it,Y,,Y,Finanza,Banche,EN,EN,Y,https://finance.yahoo.com/quote/CE.MI?p=CE.MI&.tsrc=fin-srch,bankassfin
125,Credit Agricole,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000045072.html?lang=it,Global Equity Market,FR0000045072,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000045072&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/ACA.PA?p=ACA.PA&.tsrc=fin-srch,
126,Crowdfundme,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005353575.html?lang=it,Euronext Growth Milan,IT0005353575,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005353575&lang=it,Y,MissingReports,outofscope,na,na,,,,https://finance.yahoo.com/quote/CFM.MI?p=CFM.MI&.tsrc=fin-srch,
127,Csp Int Ind Calze,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001127874.html?lang=it,Euronext Milan,IT0001127874,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001127874&lang=it,Y,NotCoveringPeriod,outofscope,Materie prime,Risorse primarie,,,,https://finance.yahoo.com/quote/CSP.MI?p=CSP.MI&.tsrc=fin-srch,
128,Cube Labs,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005532483.html?lang=it,Euronext Growth Milan - Segmento Professionale,IT0005532483,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005532483&lang=it,Y,,Y,na,na,IT,IT,,na,
129,Culti Milano,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005257347.html?lang=it,Euronext Growth Milan,IT0005257347,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005257347&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CULT.MI?p=CULT.MI&.tsrc=fin-srch,
130,Cy4gate,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005412504.html?lang=it,Euronext STAR Milan,IT0005412504,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005412504&lang=it,Y,,Y,Tecnologia,Tecnologia,IT,EN,,https://finance.yahoo.com/quote/CY4.MI?p=CY4.MI&.tsrc=fin-srch,
131,Cyberoo,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005546103.html?lang=it,Euronext Growth Milan,IT0005546103,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005546103&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/CYB.MI?p=CYB.MI&.tsrc=fin-srch,
132,D'Amico,https://www.borsaitaliana.it/borsa/azioni/scheda/LU2592315662.html?lang=it,Euronext STAR Milan,LU2592315662,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=LU2592315662&lang=it,Y,,outofscope,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/DIS.MI?p=DIS.MI&.tsrc=fin-srch,
133,Danieli & C,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000076502.html?lang=it,Euronext Milan,IT0000076502,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000076502&lang=it,Y,,Y,Industria,Beni e servizi industriali,EN,EN,Y,https://finance.yahoo.com/quote/DAN.MI?p=DAN.MI&.tsrc=fin-srch,included
134,Danieli & C Risp Nc,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000076486.html?lang=it,Euronext Milan,IT0000076486,,N,,N,na,na,,,,https://finance.yahoo.com/quote/DANR.MI?p=DANR.MI&.tsrc=fin-srch,
135,Datalogic,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004053440.html?lang=it,Euronext STAR Milan,IT0004053440,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004053440&lang=it,Y,,Y,Industria,Beni e servizi industriali,EN,EN,Y,https://finance.yahoo.com/quote/DAL.MI?p=DAL.MI&.tsrc=fin-srch,included
136,Datrix,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005468357.html?lang=it,Euronext Growth Milan,IT0005468357,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005468357&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/DATA.MI?p=DATA.MI&.tsrc=fin-srch,
137,Dba Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005285942.html?lang=it,Euronext Growth Milan,IT0005285942,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005285942&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/DBA.MI?p=DBA.MI&.tsrc=fin-srch,
138,De'Longhi,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003115950.html?lang=it,Euronext Milan,IT0003115950,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003115950&lang=it,Y,NotCoveringPeriod,outofscope,Beni voluttuari,Servizi e prodotti di consumo,,,,https://finance.yahoo.com/quote/DLG.MI?p=DLG.MI&.tsrc=fin-srch,
139,Defence Tech Holding,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005461329.html?lang=it,Euronext Growth Milan,IT0005461329,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005461329&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/DTH.MI?p=DTH.MI&.tsrc=fin-srch,included
